plec,wynagrodzenie_brutto,rok_rozpoczecia,rok_zakonczenia,suma_wplaconych_skladek,emerytura_nominalna,zadowolony
k,10332,2029,2059,53412,5706.34,False
k,10438,2028,2063,8258,6451.77,False
k,8721,2024,2052,64785,4595.52,False
k,5426,2024,2063,2891,6451.77,False
m,13193,2026,2061,10804,6691.857120284341,False
m,11536,2034,2061,16443,6068.21,False
k,25081,2030,2053,21372,4740.46,False
m,12452,2029,2056,57818,5202.08,False
k,15024,2024,2051,3688,4915.134864072252,False
m,17523,2024,2053,47367,7465.137541301904,True
k,7165,2030,2062,13222,6257.17,False
k,16203,2026,2058,31335,6347.261919554997,False
m,11752,2024,2063,68042,7625.965140477492,True
k,12334,2028,2062,101319,6257.17,False
k,13092,2024,2050,14914,4318.21,False
m,4840,2024,2060,5774,5884.61,False
m,8069,2026,2062,133142,6257.17,False
m,23235,2024,2058,32218,12129.089465764324,True
m,12144,2025,2061,16998,6823.88459518226,False
k,5803,2025,2056,7160,5202.08,False
k,15958,2025,2056,12372,6088.012377368975,False
k,6933,2028,2057,34525,5365.22,False
m,17519,2025,2060,54174,9026.570863179071,True
m,5689,2025,2062,16896,6257.17,False
k,23997,2029,2049,43237,4972.690415709162,False
m,25763,2028,2060,55435,11684.576820991791,True
k,37433,2028,2056,23411,11042.379129407796,True
m,9925,2028,2063,4951,6451.77,False
m,8294,2028,2057,44984,5365.22,False
k,6738,2029,2055,4567,5043.61,False
k,21459,2025,2057,4997,8552.187021737556,True
k,4993,2029,2049,862,4185.61,False
m,16749,2026,2060,22004,8138.696047146574,True
k,12380,2024,2058,15712,5533.26,False
k,39146,2031,2050,32458,4318.21,False
m,5987,2024,2061,57036,6068.21,False
k,5449,2024,2040,6816,3154.78,False
m,5023,2027,2063,2346,6451.77,False
k,7823,2024,2059,36579,5706.34,False
m,7435,2029,2055,43209,5043.61,False
m,5108,2025,2060,27495,5884.61,False
k,18375,2026,2057,108165,5365.22,False
m,6809,2026,2051,22366,4454.84,False
m,12611,2030,2062,44330,6257.17,False
k,8560,2024,2059,35517,5706.34,False
k,8318,2026,2061,8813,6068.21,False
k,6879,2030,2058,7698,5533.26,False
k,33974,2026,2050,19375,8441.478282305126,True
k,8366,2024,2056,17800,5202.08,False
m,5491,2030,2051,908,4454.84,False
k,4584,2024,2054,30141,4889.78,False
k,13174,2031,2059,4822,5706.34,False
k,13306,2028,2057,62874,5365.22,False
k,13549,2025,2058,19703,5533.26,False
m,9378,2026,2059,64154,5706.34,False
m,10351,2024,2057,30181,5365.22,False
m,7975,2031,2058,12427,5533.26,False
m,4981,2024,2063,2809,6451.77,False
m,11827,2034,2050,31086,4318.21,False
m,18709,2025,2052,47328,6796.340559203798,False
m,17112,2026,2063,8539,9883.95800575166,True
m,5542,2026,2058,49402,5533.26,False
k,27054,2028,2061,13457,6157.68779988961,False
m,9342,2026,2054,83525,4889.78,False
m,14310,2024,2051,56720,5336.802169344152,False
m,11245,2026,2051,71228,4454.84,False
m,9110,2024,2059,989,5706.34,False
m,6010,2028,2051,18569,4454.84,False
k,5217,2024,2056,33240,5202.08,False
k,8983,2027,2063,13181,6451.77,False
k,7184,2032,2061,15900,6068.21,False
m,14242,2026,2063,34731,7867.435738077872,True
k,24488,2026,2054,34102,7986.08927494988,True
k,28941,2028,2059,30067,10461.879056376727,True
m,13272,2028,2055,80723,5043.61,False
k,32378,2033,2063,35230,6451.77,False
m,20874,2026,2046,35293,5198.1713780840155,False
k,14085,2028,2058,45371,5533.26,False
k,19456,2024,2055,68473,5043.61,False
m,8704,2028,2058,34072,5533.26,False
k,14688,2027,2053,318,4740.46,False
k,13186,2028,2062,26444,6257.17,False
m,15078,2033,2052,62300,4595.52,False
m,6975,2033,2058,102907,5533.26,False
m,11127,2026,2058,21447,5533.26,False
m,27182,2027,2063,4881,14111.580981795034,True
k,6498,2024,2053,7026,4740.46,False
k,24157,2025,2053,71162,4740.46,False
k,6997,2024,2057,23568,5365.22,False
m,7251,2032,2059,31132,5706.34,False
m,20077,2024,2053,61193,8180.131300583895,True
m,25266,2025,2050,66512,8603.806307215771,True
m,14464,2026,2052,30424,4912.339855781158,False
k,19579,2027,2061,48201,6068.21,False
m,5760,2025,2063,227,6451.77,False
m,7306,2027,2061,12369,6068.21,False
k,5232,2025,2061,86236,6068.21,False
m,24687,2026,2052,16208,8733.395911647029,True
m,7271,2029,2059,82053,5706.34,False
k,12903,2024,2063,62989,6451.77,False
k,12659,2027,2058,124305,5533.26,False
k,13884,2024,2063,12608,6451.77,False
k,18420,2024,2060,51987,5884.61,False
k,38558,2033,2063,50883,12686.25001699692,True
m,6934,2026,2061,11663,6068.21,False
m,4685,2026,2063,14412,6451.77,False
k,9627,2025,2061,19041,6068.21,False
m,21969,2024,2057,14184,11064.299414952084,True
k,10573,2028,2062,43852,6257.17,False
k,9386,2030,2054,1165,4889.78,False
m,17139,2024,2063,13193,10636.545801986735,True
k,13620,2027,2063,43938,6451.77,False
m,22324,2032,2062,31030,8901.659213794,True
m,10361,2032,2063,62935,6451.77,False
m,21941,2025,2062,9960,12857.099947857389,True
m,26108,2025,2061,42701,13783.247018453363,True
k,16476,2025,2063,12754,8482.501718816377,True
m,15154,2025,2044,53835,3647.083671927359,False
m,6934,2025,2043,43971,3468.11,False
m,9927,2030,2060,11519,5884.61,False
k,8965,2025,2054,40407,4889.78,False
k,6868,2025,2063,1847,6451.77,False
k,5969,2030,2060,41731,5884.61,False
m,6829,2025,2060,63563,5884.61,False
m,11238,2027,2056,5588,5202.08,False
m,12458,2031,2058,41591,5533.26,False
m,4807,2025,2062,99099,6257.17,False
k,11473,2029,2059,66125,5706.34,False
m,12624,2026,2063,53807,7291.671684467571,True
m,19093,2030,2061,26470,7754.936901495785,True
m,9986,2028,2063,13795,6451.77,False
m,23087,2024,2063,24708,14195.190310060907,True
m,4761,2027,2049,56998,4185.61,False
k,6505,2029,2061,23944,6068.21,False
k,6271,2027,2056,14122,5202.08,False
k,15364,2026,2060,5940,5884.61,False
m,15796,2024,2055,16952,7019.079764451388,True
m,14551,2026,2063,16526,8404.71440753228,True
m,14565,2024,2063,10598,9451.342943418536,True
m,29046,2027,2048,106401,7336.627323628384,True
k,21756,2024,2061,50914,6231.281494505558,False
m,8641,2026,2061,36273,6068.21,False
k,8514,2026,2049,38377,4185.61,False
k,19071,2026,2052,100800,5683.343676389797,False
k,25349,2030,2063,52921,6451.77,False
m,20787,2026,2058,3726,9683.287751252492,True
m,10057,2029,2055,4163,5043.61,False
m,10895,2025,2059,7876,5706.34,False
m,29622,2024,2061,16794,15916.99318766099,True
k,7974,2029,2062,20058,6257.17,False
m,4601,2026,2061,9261,6068.21,False
k,5323,2025,2057,140042,5365.22,False
k,25676,2027,2053,5971,4740.46,False
m,6196,2024,2060,19038,5884.61,False
k,25894,2030,2063,18194,10155.991486561952,True
m,15551,2026,2061,77799,7887.900407605683,True
k,9552,2027,2058,4512,5533.26,False
k,10267,2030,2052,97347,4595.52,False
k,5127,2034,2052,9045,4595.52,False
k,9979,2027,2061,11406,6068.21,False
k,6945,2037,2047,70027,3932.04,False
k,4750,2028,2060,34464,5884.61,False
m,11778,2032,2063,4996,6451.77,False
m,4987,2024,2062,76963,6257.17,False
k,11483,2024,2048,18826,4056.92,False
m,5669,2030,2055,382,5043.61,False
m,4957,2025,2059,3832,5706.34,False
m,10064,2031,2058,24074,5533.26,False
k,22162,2025,2054,71901,4889.78,False
m,7640,2024,2050,46743,4318.21,False
m,4637,2025,2056,16362,5202.08,False
k,8446,2031,2056,24341,5202.08,False
m,17933,2031,2059,9543,6262.904091859228,False
m,17677,2026,2061,39381,9375.178737536085,True
m,21575,2024,2059,24469,11314.160578635016,True
k,8700,2025,2053,30985,4740.46,False
k,8203,2028,2058,9573,5533.26,False
m,5705,2025,2060,29947,5884.61,False
m,17515,2025,2057,108914,8302.43765828957,True
m,6832,2025,2060,23417,5884.61,False
k,32658,2027,2061,9542,13208.58534668342,True
m,5708,2026,2050,24788,4318.21,False
k,8041,2024,2056,36238,5202.08,False
k,10134,2024,2048,29208,4056.92,False
k,22388,2038,2063,16691,6451.77,False
k,15041,2026,2055,10209,5043.61,False
m,6260,2024,2063,3533,6451.77,False
k,8509,2034,2050,2502,4318.21,False
k,6611,2027,2058,798,5533.26,False
k,5499,2026,2061,11625,6068.21,False
m,16339,2024,2050,49513,5819.415686363714,False
k,4912,2031,2060,3809,5884.61,False
k,17803,2029,2060,97913,6424.328848075648,False
k,9504,2026,2063,68022,6451.77,False
k,5518,2028,2063,77034,6451.77,False
m,6080,2025,2053,56882,4740.46,False
k,7312,2024,2050,22801,4318.21,False
k,13529,2027,2055,89597,5043.61,False
m,8636,2025,2057,6599,5365.22,False
k,13141,2028,2061,9688,6068.21,False
k,6043,2028,2063,14111,6451.77,False
m,9820,2024,2052,9907,4595.52,False
k,12374,2028,2061,58733,6068.21,False
k,27482,2031,2046,11750,3810.78,False
k,18040,2026,2056,47258,6466.203094701866,False
m,4698,2024,2057,439,5365.22,False
k,28636,2030,2058,21536,5533.26,False
m,29531,2027,2053,11405,9619.666718263612,True
m,26570,2024,2061,7072,15348.83780947243,True
m,22680,2026,2061,25689,12028.5712376149,True
m,7455,2025,2062,4955,6257.17,False
k,24151,2025,2062,4225,11835.243045355453,True
k,9331,2025,2048,25266,4056.92,False
k,14394,2024,2058,14312,6386.053883932734,False
m,4767,2038,2059,25846,5706.34,False
m,18435,2032,2050,10454,4318.21,False
k,9174,2024,2063,62104,6451.77,False
m,7151,2025,2062,4081,6257.17,False
k,8082,2027,2062,2194,6257.17,False
k,22172,2026,2050,23312,4318.21,False
k,8473,2033,2055,12010,5043.61,False
m,21016,2025,2048,17305,6577.285824017973,False
m,15564,2031,2062,22955,6555.240272893076,False
m,24907,2025,2063,69001,15061.703863148537,True
m,16435,2025,2053,4223,6530.585525824595,False
k,15483,2026,2057,23250,5365.22,False
m,13886,2025,2054,26574,5519.681071607941,False
k,22486,2031,2052,70237,4595.52,False
m,9065,2027,2058,27565,5533.26,False
k,11819,2025,2057,49480,5365.22,False
m,7198,2024,2063,68304,6451.77,False
k,12539,2029,2058,12258,5533.26,False
m,13243,2026,2058,58961,5899.96592629722,False
m,4878,2030,2062,37082,6257.17,False
m,11469,2025,2056,20444,5202.08,False
m,8097,2027,2046,69781,3810.78,False
k,8075,2033,2058,30309,5533.26,False
k,18207,2032,2063,38790,6451.77,False
k,10446,2026,2062,15649,6257.17,False
k,11119,2037,2056,46288,5202.08,False
m,9731,2029,2063,49751,6451.77,False
k,4550,2025,2062,4211,6257.17,False
m,10644,2026,2055,21274,5043.61,False
k,7090,2025,2063,3130,6451.77,False
k,8995,2025,2056,4197,5202.08,False
m,9764,2025,2063,28769,6451.77,False
m,7873,2031,2057,51190,5365.22,False
k,28321,2025,2058,100890,11372.715325937323,True
m,5251,2030,2051,9613,4454.84,False
k,8206,2025,2060,12512,5884.61,False
k,21351,2034,2060,60142,5884.61,False
k,28464,2029,2062,56730,6418.071974218529,False
m,14070,2024,2059,9670,7739.583183638583,True
m,27738,2031,2060,30871,10628.640400818747,True
k,5905,2024,2056,19650,5202.08,False
m,8617,2030,2055,15708,5043.61,False
m,10928,2027,2055,69443,5043.61,False
k,15367,2027,2061,35665,6483.537996459532,False
k,8074,2024,2057,107574,5365.22,False
k,16247,2025,2063,71803,6451.77,False
m,7072,2028,2063,60780,6451.77,False
m,15454,2028,2063,11044,8006.254412417423,True
k,10688,2028,2049,39675,4185.61,False
m,8673,2028,2053,56965,4740.46,False
m,8155,2026,2062,890,6257.17,False
m,7338,2024,2049,2678,4185.61,False
m,13707,2025,2054,44736,5448.528622247591,False
m,13842,2026,2036,6718,2776.31,False
m,13659,2025,2062,9625,7655.328625596072,True
m,4501,2028,2062,16438,6257.17,False
k,19447,2025,2063,34680,6451.77,False
m,9430,2025,2060,32356,5884.61,False
m,18847,2024,2058,13401,9509.670021592,True
k,14103,2034,2061,27760,6068.21,False
k,15401,2028,2052,107106,4595.52,False
m,15188,2031,2050,36828,4318.21,False
m,16718,2033,2062,4830,6308.167625012678,False
k,29943,2031,2049,12195,4185.61,False
k,21103,2025,2060,95509,5884.61,False
m,21140,2029,2062,8197,9925.96459856064,True
m,21078,2025,2056,65870,9569.840776465055,True
k,5470,2024,2062,86458,6257.17,False
k,9333,2028,2060,1587,5884.61,False
m,6380,2024,2056,6924,5202.08,False
m,5274,2030,2053,45008,4740.46,False
k,7059,2025,2056,57392,5202.08,False
m,9039,2028,2058,50049,5533.26,False
m,7797,2024,2062,65834,6257.17,False
m,5460,2025,2051,94983,4454.84,False
k,5359,2030,2062,14694,6257.17,False
k,8402,2027,2049,70442,4185.61,False
k,7647,2033,2058,72199,5533.26,False
k,8552,2028,2063,27292,6451.77,False
k,8515,2032,2062,86314,6257.17,False
k,19364,2026,2062,8895,9026.16811817675,True
k,21268,2024,2048,12897,4056.92,False
m,11330,2024,2059,38931,6232.372243825528,False
k,12068,2025,2059,100579,5706.34,False
k,7531,2025,2058,6042,5533.26,False
m,8697,2031,2063,29840,6451.77,False
k,22323,2024,2061,99543,11161.157606844085,True
m,16874,2026,2063,15738,9321.381171487572,True
k,11570,2026,2051,52584,4454.84,False
m,5879,2024,2059,123532,5706.34,False
m,31285,2035,2060,72669,9508.186382195478,True
m,4637,2032,2051,17239,4454.84,False
k,9758,2024,2063,4964,6451.77,False
m,5812,2024,2058,51481,5533.26,False
k,10722,2027,2051,72640,4454.84,False
m,8768,2032,2062,10703,6257.17,False
k,23532,2031,2053,3150,5310.09512694383,False
k,13344,2025,2056,89431,5202.08,False
m,14081,2032,2062,12062,6257.17,False
k,11957,2028,2060,56648,5884.61,False
k,20662,2029,2059,7463,5706.34,False
m,8520,2024,2053,6322,4740.46,False
k,13189,2026,2053,57024,4740.46,False
m,18279,2024,2060,432,10024.126688485985,True
m,9864,2024,2062,23654,6257.17,False
k,18675,2035,2062,8375,6257.17,False
k,14795,2024,2054,14356,5528.378319452084,False
k,14232,2029,2062,15688,6257.17,False
m,30481,2030,2063,15295,13524.899822642477,True
m,32225,2034,2060,2119,10391.13685586904,True
k,5646,2033,2053,2014,4740.46,False
m,11153,2029,2059,12550,5706.34,False
k,7163,2029,2058,40513,5533.26,False
k,10025,2024,2063,52346,6451.77,False
k,15721,2028,2052,133741,4595.52,False
k,23632,2029,2056,24428,5202.08,False
m,11560,2029,2058,41967,5533.26,False
m,11805,2032,2051,13254,4454.84,False
k,4679,2028,2056,102904,5202.08,False
k,4888,2026,2061,12267,6068.21,False
m,38401,2025,2055,3512,14440.888643284068,True
k,6656,2033,2061,20500,6068.21,False
m,28885,2024,2061,7110,15633.768385989482,True
k,9525,2025,2061,33929,6068.21,False
m,10587,2025,2057,6569,5365.22,False
k,31413,2025,2054,12989,5851.325759548153,False
k,7356,2024,2062,16743,6257.17,False
k,18821,2024,2048,31264,4056.92,False
m,8459,2026,2052,16013,4595.52,False
k,19228,2027,2049,307,4598.12249943935,False
k,8082,2024,2049,16873,4185.61,False
k,6840,2027,2058,47935,5533.26,False
k,8109,2024,2052,16073,4595.52,False
m,13330,2030,2063,15933,6451.77,False
m,21532,2026,2054,50479,8023.073936780987,True
m,10852,2030,2060,69820,5884.61,False
m,6313,2031,2063,44858,6451.77,False
m,8115,2026,2062,52861,6257.17,False
m,36950,2024,2057,3006,15434.662123905475,True
m,10396,2029,2058,44295,5533.26,False
k,12153,2027,2056,29199,5202.08,False
k,11266,2024,2057,7842,5365.22,False
k,13391,2024,2057,53233,5365.22,False
k,29103,2030,2060,28244,9921.938988611935,True
k,13701,2025,2060,2136,6211.547539446904,False
k,26222,2032,2061,30133,8387.639436873196,True
k,9929,2024,2058,86572,5533.26,False
m,12686,2032,2060,34319,5884.61,False
m,6969,2029,2060,42157,5884.61,False
m,17483,2025,2055,21548,7263.69299196935,True
k,6194,2027,2048,41009,4056.92,False
m,10185,2025,2061,23889,6068.21,False
m,5594,2025,2057,22309,5365.22,False
k,32571,2025,2063,101084,15632.562216521681,True
m,16347,2027,2056,31011,6273.374805306844,False
k,17101,2025,2053,2961,5705.915154301542,False
k,20210,2025,2057,31605,5365.22,False
m,11935,2027,2062,84804,6257.17,False
m,13211,2026,2048,9784,4056.92,False
k,5713,2028,2055,21207,5043.61,False
k,19112,2025,2062,49652,6257.17,False
k,28735,2032,2058,59456,7919.900824499666,True
k,11239,2028,2059,23354,5706.34,False
m,8726,2031,2053,10454,4740.46,False
k,7351,2030,2057,5721,5365.22,False
m,8139,2027,2056,24043,5202.08,False
k,13091,2026,2045,86913,3693.12,False
k,8695,2024,2060,76197,5884.61,False
k,16896,2024,2046,21509,4322.321556897378,False
m,6159,2026,2060,21678,5884.61,False
m,15482,2024,2063,30916,10046.391448678742,True
m,10270,2030,2050,12343,4318.21,False
m,15034,2024,2047,14856,4833.629800109892,False
k,63291,2024,2063,54065,22916.699197044327,True
m,14462,2030,2059,1872,5706.34,False
m,6230,2024,2041,26420,3256.3,False
k,4931,2027,2059,70382,5706.34,False
m,4643,2025,2048,15708,4056.92,False
m,11452,2029,2053,40223,4740.46,False
m,16640,2028,2053,135923,5202.508523290633,False
m,7233,2029,2062,47273,6257.17,False
m,31375,2026,2062,9058,15881.85770748949,True
m,22480,2025,2059,42439,11591.502376218925,True
m,5644,2030,2060,24881,5884.61,False
k,4726,2027,2045,2635,3693.12,False
m,6110,2025,2053,535,4740.46,False
m,21717,2027,2061,67831,10886.095991030523,True
m,5066,2025,2059,77167,5706.34,False
m,12384,2031,2059,3254,5706.34,False
k,7016,2028,2054,16944,4889.78,False
m,13147,2025,2057,50546,6231.923944820606,False
k,12506,2026,2061,23658,6068.21,False
m,14286,2024,2055,61370,6637.607925218225,False
m,8042,2031,2057,15195,5365.22,False
k,11116,2028,2058,30987,5533.26,False
m,18646,2026,2051,51177,6313.5948027184995,False
m,23738,2027,2060,21175,10893.08235746034,True
m,13673,2028,2063,4034,7083.571669534321,True
k,7055,2029,2060,28507,5884.61,False
m,12714,2026,2061,43794,6448.894976676659,False
m,11520,2025,2050,17137,4318.21,False
m,8293,2025,2060,91525,5884.61,False
m,9475,2024,2063,82760,6451.77,False
k,21262,2024,2059,2151,9817.404486505819,True
m,9300,2033,2058,1061,5533.26,False
m,6741,2025,2058,7085,5533.26,False
k,5143,2028,2048,17341,4056.92,False
k,13184,2024,2063,30737,6451.77,False
k,5322,2027,2052,4454,4595.52,False
k,7259,2030,2057,21018,5365.22,False
k,13181,2031,2056,44532,5202.08,False
k,11607,2031,2051,19522,4454.84,False
k,20494,2026,2057,17311,7681.744911442566,True
m,16811,2029,2049,6857,4185.61,False
m,18803,2025,2059,3234,9709.540468979543,True
k,18758,2024,2050,48223,4318.21,False
m,8274,2030,2050,7036,4318.21,False
m,20498,2027,2058,3602,8608.371735971672,True
m,18573,2032,2059,2088,6400.049674185983,False
m,13324,2025,2061,12376,7486.943210326777,True
m,7107,2032,2050,57622,4318.21,False
m,10011,2031,2061,1701,6068.21,False
m,9009,2025,2055,16305,5043.61,False
m,26721,2025,2050,2541,8997.379084493297,True
m,6769,2027,2053,86204,4740.46,False
k,19639,2026,2060,8996,5884.61,False
k,14600,2031,2062,18195,6257.17,False
m,10791,2029,2062,86196,6257.17,False
m,10331,2030,2059,12800,5706.34,False
k,25132,2024,2061,6541,12358.279385556083,True
m,9643,2030,2060,5617,5884.61,False
k,15972,2029,2047,14055,3932.04,False
k,10237,2027,2061,26886,6068.21,False
k,21960,2026,2057,117396,5365.22,False
m,12189,2037,2060,30379,5884.61,False
k,6766,2024,2063,38111,6451.77,False
m,10378,2026,2062,34359,6257.17,False
m,20547,2032,2063,34409,8217.22472206268,True
k,22027,2028,2060,15885,8406.942423888786,True
m,16147,2024,2060,24560,9258.781951418983,True
k,5675,2027,2060,68924,5884.61,False
m,5454,2028,2063,100921,6451.77,False
m,30318,2026,2061,38291,14823.363064755948,True
k,7257,2024,2052,32212,4595.52,False
m,16937,2029,2060,54191,6946.0354489934525,True
k,6561,2024,2046,13244,3810.78,False
k,6806,2026,2053,30848,4740.46,False
k,18326,2025,2061,43672,8667.387993363158,True
k,14972,2026,2063,19830,7286.01389504542,True
m,17962,2031,2061,49461,6902.6918420942375,True
k,7223,2030,2048,34109,4056.92,False
k,16618,2028,2058,5212,5533.26,False
k,13499,2047,2061,5327,6068.21,False
k,9038,2026,2059,36726,5706.34,False
k,18925,2030,2061,12922,6764.855466811939,False
m,13381,2031,2059,10683,5706.34,False
m,8565,2025,2059,56901,5706.34,False
k,14534,2024,2044,22102,3578.95,False
m,8720,2025,2040,10820,3154.78,False
k,13639,2031,2056,38866,5202.08,False
k,10750,2024,2063,60924,6451.77,False
k,5653,2032,2060,7109,5884.61,False
k,19771,2029,2059,15539,6812.238559061978,False
k,17007,2029,2057,58320,5365.22,False
m,6677,2025,2050,25936,4318.21,False
m,22450,2028,2061,2975,10182.115629102595,True
m,6857,2035,2061,29524,6068.21,False
k,24885,2025,2053,31261,4740.46,False
m,7397,2024,2059,34057,5706.34,False
m,21324,2024,2048,32581,7189.266470830754,True
k,18809,2024,2059,21391,5706.34,False
k,5048,2024,2062,16366,6257.17,False
m,18736,2024,2052,91028,7640.1160963868815,True
