plec,wynagrodzenie_brutto,rok_rozpoczecia,rok_zakonczenia,suma_wplaconych_skladek,emerytura_nominalna
k,4693,2027,2063,6679,6451.77
m,7210,2024,2056,29241,5202.08
k,13401,2033,2054,30100,4889.78
m,8051,2032,2061,72424,6068.21
k,5356,2026,2055,52150,5043.61
m,6905,2044,2063,63063,6451.77
k,18731,2025,2063,13154,9643.465628499005
k,19242,2028,2053,29555,5282.0070363720315
m,17488,2024,2056,13261,8482.609176780375
m,14155,2025,2054,51633,5883.213306004525
m,11805,2028,2058,25516,5533.26
k,11406,2025,2055,15647,5043.61
m,44940,2034,2062,34887,15441.53005651166
m,21950,2032,2059,58557,7563.72639575633
k,14545,2028,2055,14417,5043.61
m,15475,2028,2062,87802,7671.530169706513
k,7356,2025,2053,27853,4740.46
m,27764,2030,2060,15189,11255.592023119605
m,15002,2024,2059,62861,8252.254933969156
m,11175,2024,2060,21844,6407.80877606411
k,8376,2027,2055,9992,5043.61
m,10641,2027,2063,52458,6451.77
m,5077,2026,2060,30650,5884.61
m,10124,2037,2063,38567,6451.77
k,13583,2027,2054,2416,4889.78
m,17772,2027,2045,8287,4031.252187380594
m,24105,2025,2061,10648,13451.938370003878
m,8502,2025,2060,57616,5884.61
k,5040,2029,2050,14691,4318.21
m,10511,2024,2057,75998,5365.22
k,7853,2025,2058,6704,5533.26
k,13095,2027,2053,29450,4740.46
k,23687,2024,2063,22840,12786.594533738238
m,14969,2032,2063,63217,6451.77
k,19624,2026,2053,11887,6129.979394613487
m,7486,2024,2062,5552,6257.17
k,5905,2026,2063,6075,6451.77
k,9975,2027,2055,2412,5043.61
m,15814,2025,2056,67302,7179.877694231823
m,10657,2025,2059,29593,5706.34
k,13791,2024,2061,31254,6936.611576636997
k,20681,2024,2061,13949,10395.344246450053
k,11289,2028,2046,1171,3810.78
k,5924,2030,2054,84426,4889.78
m,8241,2027,2059,134107,5706.34
m,10608,2024,2061,24729,6339.200498958391
k,9128,2027,2063,112126,6451.77
k,16777,2035,2061,18949,6068.21
k,7061,2026,2063,40820,6451.77
k,8586,2025,2062,31983,6257.17
k,19282,2030,2060,55866,6578.1618150812565
m,6200,2024,2056,48595,5202.08
k,9211,2027,2060,9324,5884.61
m,9425,2029,2063,64892,6451.77
m,24502,2024,2062,45932,14989.42319535075
m,27578,2025,2062,66338,15717.269152956058
m,8582,2029,2056,49428,5202.08
k,15793,2026,2060,28901,6752.500824941632
k,10938,2027,2062,24779,6257.17
m,25504,2026,2053,27527,9416.640994893254
m,23461,2026,2056,4780,10003.225927877531
m,12050,2027,2046,43124,3810.78
k,8900,2027,2043,1244,3468.11
k,7736,2024,2049,1616,4185.61
k,11495,2030,2056,21537,5202.08
k,10308,2024,2060,19921,5884.61
k,14309,2024,2060,134,6904.5831073705
m,12952,2025,2060,1222,6977.795160880244
k,6075,2035,2057,28096,5365.22
m,5470,2025,2060,54145,5884.61
k,12934,2026,2060,228,5884.61
k,7467,2033,2058,1948,5533.26
k,11260,2024,2048,71732,4056.92
m,12625,2024,2061,20760,7544.533022186062
m,11834,2026,2056,18533,5202.08
m,11891,2031,2059,47666,5706.34
m,15849,2024,2060,48509,9087.907050723936
k,4920,2024,2050,2684,4318.21
k,10510,2028,2060,16479,5884.61
k,9023,2025,2056,765,5202.08
m,7484,2031,2043,57921,3468.11
m,8859,2038,2050,1465,4318.21
m,4571,2031,2059,109482,5706.34
m,10007,2027,2059,63089,5706.34
k,7052,2024,2055,10176,5043.61
m,25485,2024,2062,42385,15480.213600897194
m,4514,2025,2062,6855,6257.17
k,7520,2026,2059,20135,5706.34
m,7496,2026,2061,54740,6068.21
m,16083,2030,2061,39416,6830.2886117714925
m,8499,2024,2062,64484,6257.17
m,17173,2037,2062,5952,6257.17
k,5636,2027,2063,42094,6451.77
k,17094,2024,2051,87333,5592.339947181245
m,9021,2030,2054,40157,4889.78
k,5542,2024,2062,60336,6257.17
k,23096,2031,2059,41872,7095.913650153123
k,9920,2027,2060,42175,5884.61
k,17697,2024,2046,15422,4527.232752865348
m,8635,2029,2060,30090,5884.61
k,12737,2025,2062,8695,6285.594517652116
m,11957,2025,2062,132246,7007.04747636689
m,17879,2024,2054,7366,7957.004200643723
m,21129,2031,2059,27789,7715.599084621321
k,16442,2029,2062,26894,6501.128713022318
k,7164,2033,2051,41445,4454.84
m,9346,2030,2059,2580,5706.34
k,7765,2024,2060,30853,5884.61
m,11639,2030,2055,63158,5043.61
m,10922,2028,2062,84151,6257.17
m,8198,2025,2055,5460,5043.61
m,15941,2028,2060,49155,7229.89710450763
m,6326,2027,2063,2784,6451.77
m,28966,2030,2061,63095,12296.49453960837
k,20564,2024,2059,12795,9514.149609455899
m,12514,2029,2062,15992,6257.17
k,14625,2024,2058,50078,6488.539534008359
k,14628,2028,2063,105080,6451.77
m,15108,2025,2048,42882,4728.284841514254
m,7259,2029,2058,20803,5533.26
m,18722,2033,2060,33279,6399.101912108726
m,9711,2024,2058,845,5533.26
k,9629,2025,2061,9855,6068.21
m,7768,2026,2059,17610,5706.34
k,6121,2031,2063,29674,6451.77
m,6425,2027,2063,12851,6451.77
m,20948,2024,2062,60204,13027.253957990848
k,22919,2026,2053,22550,7159.243668219864
m,25939,2026,2051,18594,8696.880881045645
k,5138,2028,2053,28809,4740.46
m,18788,2029,2059,95710,7694.154846180376
k,9841,2024,2054,117331,4889.78
m,15151,2025,2050,72506,5240.020468661189
m,18791,2034,2063,88237,7046.374644578808
m,10461,2027,2056,4545,5202.08
m,15103,2027,2060,218,7246.658259594504
m,15483,2025,2054,66750,6435.167192996685
k,13284,2030,2057,27579,5365.22
k,8382,2028,2062,1165,6257.17
m,8682,2024,2049,51420,4185.61
k,10403,2024,2060,11631,5884.61
m,6081,2033,2051,64736,4454.84
k,34075,2030,2049,20339,6399.224793103625
m,11291,2030,2059,20541,5706.34
k,12820,2029,2058,4669,5533.26
k,12019,2024,2046,27776,3810.78
k,6352,2026,2061,26938,6068.21
m,15447,2030,2063,7535,7190.966644963453
k,13291,2026,2051,51859,4454.84
k,21245,2026,2062,1859,9902.961251325394
k,6034,2033,2058,12398,5533.26
m,6420,2025,2048,63080,4056.92
k,25431,2024,2046,66760,6296.421487319616
m,13541,2026,2055,12904,5520.709043541428
k,17643,2029,2057,36230,5531.740527057341
k,12990,2027,2057,82665,5365.22
k,14049,2037,2062,26574,6257.17
k,11959,2024,2062,28689,6271.561361890304
m,8272,2026,2063,9503,6451.77
k,6861,2025,2058,40094,5533.26
m,10490,2024,2052,34969,4595.52
k,6965,2032,2048,6014,4056.92
m,9876,2024,2047,23204,3932.04
m,13361,2024,2058,508,7049.041673657597
k,9360,2034,2060,42404,5884.61
m,33399,2027,2061,76975,15958.733666050215
m,9785,2028,2062,18630,6257.17
k,13238,2026,2054,49446,4889.78
k,19973,2026,2048,9069,4864.793657495868
m,17039,2034,2057,5580,5365.22
k,8574,2026,2059,15134,5706.34
m,4708,2031,2063,65986,6451.77
m,7185,2026,2063,7257,6451.77
m,12526,2029,2046,29065,3810.78
k,9201,2028,2054,8999,4889.78
m,4837,2025,2047,15692,3932.04
k,9190,2026,2062,39818,6257.17
m,27143,2024,2058,42337,13755.935351742346
m,12305,2024,2059,1952,6768.697304525428
k,5188,2025,2061,49826,6068.21
k,39650,2024,2061,106403,16849.49146439709
m,32143,2028,2063,81058,16226.873656594042
k,12910,2025,2054,570,4889.78
m,13086,2025,2061,72367,7353.207659136615
k,18600,2024,2063,22613,10168.948172050666
k,38507,2025,2054,3038,11585.578421015416
k,8948,2031,2058,87197,5533.26
m,22928,2025,2057,34068,10839.796273267799
m,17497,2031,2055,966,5229.334732722774
k,5369,2027,2057,5557,5365.22
m,15281,2026,2043,17454,3468.11
m,12170,2026,2055,30552,5043.61
m,7034,2027,2053,67078,4740.46
m,13910,2024,2061,5575,8312.432026820443
m,13040,2030,2060,17878,5884.61
m,6960,2025,2063,71984,6451.77
k,12906,2026,2059,41946,5706.34
m,8814,2026,2063,3972,6451.77
k,6421,2027,2063,68207,6451.77
m,11290,2025,2059,5643,5829.95861802792
k,14124,2024,2056,40710,5756.636094654716
k,18791,2026,2050,17293,5078.897076614887
k,24034,2025,2060,35550,10823.637199438099
k,9249,2027,2061,79154,6068.21
m,9578,2036,2058,13858,5533.26
m,44583,2028,2063,42182,20344.395377540506
k,6538,2029,2062,43180,6257.17
m,8938,2026,2059,42584,5706.34
k,8424,2027,2062,43979,6257.17
m,14301,2027,2062,57070,7487.7013625532145
k,6710,2026,2048,12930,4056.92
m,9476,2027,2055,13509,5043.61
k,11976,2026,2056,7374,5202.08
k,33032,2026,2059,30375,12716.815320642392
m,8293,2030,2061,549,6068.21
m,10790,2025,2060,63578,5884.61
k,10833,2028,2063,33282,6451.77
k,7492,2029,2061,2109,6068.21
m,5336,2029,2063,37024,6451.77
m,12206,2041,2052,97349,4595.52
k,16167,2025,2054,28975,5641.707709147232
k,11363,2025,2056,17682,5202.08
k,7916,2024,2057,19453,5365.22
m,14723,2024,2056,3181,7141.4372661103325
k,11432,2028,2063,27550,6451.77
m,10360,2025,2063,8024,6451.77
m,4668,2033,2061,19190,6068.21
m,11501,2026,2059,5461,5706.34
m,4804,2027,2059,68034,5706.34
k,24968,2024,2060,13213,11789.871707283262
k,26101,2030,2058,33999,8094.220578726647
k,9600,2024,2059,25653,5706.34
m,12355,2028,2063,98438,6451.77
k,16933,2025,2063,10496,8717.78353998044
k,7640,2026,2050,3641,4318.21
k,20298,2039,2058,13380,5533.26
m,5231,2027,2062,64987,6257.17
m,7683,2024,2049,64612,4185.61
k,14855,2030,2040,49794,3154.78
k,17828,2024,2062,76272,9349.393424180973
m,5661,2028,2058,97747,5533.26
k,12431,2024,2060,4409,5998.383717081744
k,11449,2029,2060,9232,5884.61
k,9122,2027,2062,10829,6257.17
m,12207,2025,2059,32256,6303.481386206098
m,24686,2024,2061,8566,14471.241934458163
k,16731,2024,2050,9613,5224.207433447343
k,9394,2030,2059,31627,5706.34
m,8137,2025,2063,49099,6451.77
m,16350,2024,2053,46240,6965.416812206021
m,7732,2025,2049,6437,4185.61
k,7643,2028,2056,62843,5202.08
k,19701,2025,2059,5696,8559.347181605377
k,9205,2026,2060,52207,5884.61
m,6469,2035,2063,3901,6451.77
m,13257,2024,2056,55166,6430.349374232479
k,10524,2025,2059,4230,5706.34
m,8030,2034,2053,22167,4740.46
m,10953,2026,2056,96426,5202.08
m,7971,2025,2053,25856,4740.46
m,18553,2029,2056,64197,6597.520179455583
k,11196,2033,2061,23488,6068.21
m,4533,2024,2048,75811,4056.92
k,8437,2030,2062,3090,6257.17
m,10346,2025,2056,20255,5202.08
k,18402,2029,2061,36308,6951.074250378876
m,40993,2030,2060,25376,15548.754237365913
m,16901,2024,2057,42803,8550.163306162554
k,11396,2026,2060,59023,5884.61
k,5877,2024,2057,43535,5365.22
m,17322,2036,2047,7111,3932.04
k,21438,2028,2060,30947,8182.14153917137
m,23881,2025,2051,43637,8601.08142355962
m,12375,2027,2058,58878,5533.26
m,16666,2028,2057,49287,6594.106456582882
m,15438,2025,2049,10495,5081.625083782994
m,5951,2025,2054,49507,4889.78
k,9522,2032,2061,71853,6068.21
k,15572,2027,2062,15593,6865.827453666689
m,10549,2025,2054,18352,4889.78
k,6359,2025,2057,23532,5365.22
m,14495,2027,2062,56208,7589.275662555686
m,8102,2027,2061,54450,6068.21
m,12883,2025,2061,367,7239.139100768524
m,7682,2025,2063,59373,6451.77
m,18134,2031,2063,59918,8001.962753792863
k,12661,2024,2055,95628,5043.61
m,26020,2026,2063,24674,14902.82946081338
m,6243,2026,2063,12867,6451.77
m,22537,2024,2045,81737,6469.472373070051
k,5028,2026,2059,5105,5706.34
k,20080,2029,2059,79384,6918.706705071294
m,17156,2026,2060,7378,8716.655487698434
k,11415,2027,2049,9316,4185.61
m,9418,2026,2062,19307,6257.17
m,16550,2030,2053,89530,4751.628819581546
m,8477,2026,2063,18556,6451.77
m,14859,2026,2039,101114,3056.07
k,12859,2030,2063,14220,6451.77
k,8301,2033,2061,9479,6068.21
k,5659,2026,2052,7187,4595.52
k,12913,2027,2060,31081,5884.61
m,4826,2027,2060,8964,5884.61
m,6363,2026,2057,17623,5365.22
m,16914,2024,2061,74711,10107.582696020192
m,12668,2024,2060,8744,7263.903496660416
k,9632,2024,2058,21478,5533.26
k,10748,2024,2062,64289,6257.17
m,11307,2024,2062,91265,7041.445470247197
k,6261,2040,2062,74465,6257.17
k,8814,2031,2058,46148,5533.26
k,5798,2027,2059,56110,5706.34
k,7675,2024,2047,13207,3932.04
m,23602,2029,2059,24230,9665.607977408426
k,4909,2024,2060,48598,5884.61
k,7107,2027,2061,7215,6068.21
k,4934,2024,2054,15766,4889.78
m,10859,2028,2052,5136,4595.52
k,4575,2029,2058,26321,5533.26
k,17404,2030,2063,40796,6826.093914888549
k,5748,2027,2058,15295,5533.26
m,6196,2027,2061,17397,6068.21
m,7082,2025,2062,38609,6257.17
m,14202,2024,2046,27450,4338.27559394444
k,4896,2024,2057,621,5365.22
m,6893,2025,2055,5405,5043.61
k,7483,2040,2061,15914,6068.21
m,8444,2024,2058,15673,5533.26
m,7034,2025,2063,32691,6451.77
m,5066,2024,2054,100649,4889.78
k,17670,2033,2060,73607,5884.61
m,12255,2027,2040,10748,3154.78
k,17651,2034,2063,28564,6451.77
m,32642,2028,2063,60087,16424.525985112952
k,22328,2033,2062,11226,7094.717536410579
m,5853,2024,2063,117873,6451.77
k,4994,2027,2061,14943,6068.21
m,7084,2027,2062,18419,6257.17
k,6049,2027,2059,34425,5706.34
m,5463,2031,2063,25575,6451.77
k,9346,2026,2063,17244,6451.77
m,5244,2028,2049,25950,4185.61
k,8572,2027,2058,89805,5533.26
m,7829,2029,2051,908,4454.84
k,15809,2025,2058,47546,6578.227246066356
m,15717,2024,2062,70094,9787.777346411534
m,15404,2024,2062,56280,9592.856285813019
k,22043,2026,2054,1076,7210.600657488889
k,13565,2029,2063,4352,6451.77
m,12163,2027,2057,10193,5365.22
m,7758,2027,2051,66138,4454.84
m,7545,2024,2051,42723,4454.84
m,7788,2031,2063,19115,6451.77
m,18399,2027,2063,11718,10059.653702522957
k,12018,2024,2062,5337,6302.502253298577
m,8550,2024,2052,66500,4595.52
m,8736,2024,2044,52085,3578.95
k,8177,2025,2061,24388,6068.21
m,19379,2030,2051,5522,4997.766787397347
m,17078,2025,2050,62230,5906.479411510512
m,17212,2027,2054,9421,6292.954010535106
m,8800,2025,2057,103191,5365.22
k,12882,2027,2062,11145,6257.17
k,16395,2028,2055,13348,5043.61
k,14862,2024,2054,18813,5553.413895484749
k,8976,2037,2061,72864,6068.21
m,6018,2025,2060,21380,5884.61
m,38026,2027,2060,41585,16678.705185208997
m,5615,2028,2059,65491,5706.34
k,14946,2028,2060,13842,5884.61
k,13152,2025,2060,24501,5962.650407912245
k,8758,2027,2059,33648,5706.34
k,11206,2026,2062,36728,6257.17
m,17902,2028,2059,99863,7761.6193723246
k,5339,2033,2056,477,5202.08
m,15507,2027,2062,14600,8119.1374749397
m,4577,2024,2045,2835,3693.12
k,7531,2027,2062,5132,6257.17
m,16045,2024,2058,56114,8465.075492391
m,7948,2025,2048,38241,4056.92
k,12937,2029,2051,38026,4454.84
k,18891,2024,2063,43991,10328.043006355318
k,9202,2029,2062,62536,6257.17
k,7001,2026,2060,9486,5884.61
m,8983,2026,2054,543,4889.78
m,16556,2028,2063,38121,8577.167597514097
k,9015,2028,2051,14411,4454.84
m,19482,2024,2059,1402,10716.599828262038
k,18845,2031,2058,85015,5533.26
m,6404,2028,2062,9652,6257.17
m,9135,2035,2062,18603,6257.17
k,23485,2026,2058,7446,9195.28781053547
m,6126,2024,2063,80853,6451.77
m,6771,2026,2062,105004,6257.17
m,11975,2024,2060,8821,6866.533341688381
k,9064,2032,2061,61058,6068.21
k,12986,2024,2063,35220,7099.675320551066
k,22130,2027,2062,13003,9757.30551949935
m,8185,2028,2054,20786,4889.78
m,8804,2028,2059,38089,5706.34
k,5197,2024,2062,10924,6257.17
k,16812,2025,2062,21991,8296.570230883834
k,11324,2028,2063,110441,6451.77
m,10147,2024,2042,43348,3360.7
m,20040,2025,2063,3379,12245.875322772048
k,12658,2028,2059,85276,5706.34
k,4552,2031,2061,38131,6068.21
m,35457,2028,2055,22303,12066.806996564415
m,17028,2036,2062,33638,6257.17
k,11965,2028,2056,44540,5202.08
k,16726,2031,2060,38208,5884.61
k,12286,2024,2061,13039,6179.625105544346
m,6032,2024,2055,30351,5043.61
k,13315,2026,2063,18887,6479.647008584676
k,8930,2024,2061,35062,6068.21
k,5587,2024,2061,39516,6068.21
k,10969,2024,2055,15799,5043.61
k,16224,2024,2054,18732,6062.346053044313
m,14976,2031,2062,50109,6307.586631126101
k,10883,2025,2062,41809,6257.17
m,9398,2024,2055,4387,5043.61
m,26859,2033,2052,12863,5937.531134753615
m,8463,2026,2062,39154,6257.17
k,5568,2034,2061,23977,6068.21
m,14525,2026,2062,116285,8040.038042287968
k,13439,2027,2062,11823,6257.17
k,7921,2025,2052,47344,4595.52
k,18007,2024,2062,3529,9443.264942182344
m,11531,2027,2061,14326,6068.21
m,9917,2028,2063,25345,6451.77
k,15182,2025,2059,24394,6596.010807123127
m,10712,2027,2049,116614,4185.61
k,8933,2027,2063,83079,6451.77
m,4732,2030,2061,49929,6068.21
k,6486,2024,2057,22211,5365.22
m,24659,2041,2056,46730,5202.08
m,13209,2028,2060,57326,5990.823088478843
m,24578,2024,2063,25117,15663.766475509987
m,11065,2024,2059,32232,6086.601842712224
m,18405,2029,2063,23371,9038.309998625507
m,8496,2024,2061,19849,6068.21
k,5735,2024,2042,40368,3360.7
k,10758,2024,2063,15255,6451.77
m,9059,2025,2063,11200,6451.77
m,8826,2027,2059,5127,5706.34
m,5179,2027,2048,8839,4056.92
k,6660,2025,2058,15714,5533.26
k,5473,2024,2056,8493,5202.08
m,7693,2026,2057,38883,5365.22
m,12276,2028,2060,31763,5884.61
m,20785,2025,2051,50682,7538.80766165652
k,6390,2030,2059,34765,5706.34
k,28888,2027,2063,7385,13100.572608657994
k,13767,2030,2058,55771,5533.26
m,27146,2028,2062,21103,13425.859607056003
k,6827,2026,2057,8181,5365.22
m,11719,2024,2060,14451,6719.741480688615
k,16898,2024,2056,47055,6887.2583352786305
k,21274,2028,2044,3361,3578.95
k,14802,2031,2061,39282,6068.21
k,9832,2027,2063,32817,6451.77
k,7448,2025,2052,25249,4595.52
k,4874,2025,2056,43343,5202.08
m,10871,2024,2061,13041,6496.365820529473
m,8974,2026,2063,13824,6451.77
k,9121,2027,2059,41298,5706.34
k,12132,2024,2053,44799,4740.46
m,4976,2029,2063,55303,6451.77
m,33155,2028,2062,13868,15903.310798853929
k,26026,2030,2060,36411,8878.915019152826
m,5594,2024,2056,55537,5202.08
k,6367,2025,2056,17502,5202.08
m,13258,2024,2057,38386,6707.180942731389
m,21836,2026,2045,71545,5368.241201954421
k,7322,2031,2049,44622,4185.61
k,10642,2025,2060,11573,5884.61
m,14769,2024,2048,43469,4994.468561999437
m,4739,2026,2063,12215,6451.77
k,7646,2024,2038,30959,2960.16
m,8608,2032,2050,42504,4318.21
k,7829,2031,2060,11398,5884.61
k,6081,2026,2061,63995,6068.21
k,5060,2038,2060,14030,5884.61
m,34336,2025,2057,67228,14802.85311697211
m,5425,2026,2063,3930,6451.77
m,29912,2025,2063,20415,17452.967379427864
m,9028,2031,2059,491,5706.34
m,5232,2033,2061,63105,6068.21
k,5764,2025,2060,49493,5884.61
m,19272,2025,2059,33090,9951.723869498155
m,9959,2025,2061,14219,6068.21
m,11743,2032,2060,1717,5884.61
k,27495,2026,2056,16119,9676.993195401803
k,6706,2027,2056,41701,5202.08
m,15293,2025,2060,43204,8238.991769251199
m,13148,2027,2058,5608,5773.472701213762
m,11080,2027,2062,8976,6257.17
m,10381,2024,2060,46069,5952.524644682013
m,12271,2025,2059,31806,6336.5298673003235
k,7560,2024,2057,25889,5365.22
m,7425,2026,2060,16962,5884.61
m,30725,2031,2061,4509,12335.111973278019
k,8851,2024,2063,22417,6451.77
k,24123,2027,2059,17370,9317.975391503594
m,14362,2024,2061,8266,8582.541248684061
k,16331,2028,2057,18074,5432.623197596218
k,4564,2031,2055,40488,5043.61
m,25082,2024,2058,26267,12930.067396196599
m,13238,2028,2051,28237,4454.84
m,32553,2039,2057,6479,6398.805543815976
k,43868,2025,2047,7723,8466.79231156122
k,6741,2029,2055,34322,5043.61
k,8529,2024,2063,5048,6451.77
k,44238,2026,2048,2439,8611.263690477268
k,9134,2025,2058,4659,5533.26
m,18161,2028,2058,20041,7523.6823331648975
k,8773,2029,2062,40319,6257.17
m,9973,2024,2055,55345,5043.61
k,9855,2024,2054,13948,4889.78
k,6729,2024,2058,106764,5533.26
m,10132,2029,2057,46079,5365.22
m,18519,2032,2059,3469,6381.441873485719
k,5796,2027,2059,4694,5706.34
m,15335,2031,2063,66230,6766.852257053793
m,10586,2030,2061,46191,6068.21
m,11364,2032,2063,58500,6451.77
m,9583,2026,2055,23742,5043.61
k,11804,2030,2063,847,6451.77
k,11197,2027,2060,1962,5884.61
k,9633,2025,2044,59097,3578.95
k,6969,2026,2053,75269,4740.46
k,18909,2027,2062,10360,8337.139180669372
m,6453,2035,2062,1830,6257.17
k,29975,2024,2049,78383,8237.863653146824
k,8084,2028,2062,13365,6257.17
k,9058,2027,2052,20792,4595.52
k,9438,2026,2058,6977,5533.26
m,5188,2027,2062,4104,6257.17
m,6741,2030,2056,45185,5202.08
k,13567,2024,2062,25530,7114.831758237795
k,10603,2027,2060,43307,5884.61
m,8679,2025,2060,28368,5884.61
k,5759,2027,2050,11683,4318.21
m,11331,2027,2063,20847,6451.77
m,16552,2027,2063,117110,9049.806407096035
k,6623,2024,2052,27344,4595.52
k,6434,2035,2060,63909,5884.61
k,15911,2027,2052,7598,4595.52
k,23228,2032,2063,15220,8183.451528941914
m,25484,2033,2060,34451,8710.325452845784
m,13501,2024,2062,21019,8407.761147413756
k,9296,2025,2061,17473,6068.21
m,5837,2026,2061,45989,6068.21
k,27630,2024,2059,49277,12235.702289706367
k,6308,2024,2050,84566,4318.21
m,15793,2026,2062,9880,8741.915373621612
m,28088,2024,2059,24799,14719.940714564607
k,9123,2027,2061,22191,6068.21
k,18297,2030,2061,30815,6540.3730766847075
k,7699,2042,2055,18440,5043.61
m,18527,2029,2062,61252,8699.070298842613
k,11379,2025,2061,50197,6068.21
m,4648,2027,2060,74800,5884.61
k,6221,2028,2055,60490,5043.61
m,8236,2028,2055,122912,5043.61
k,11377,2024,2063,72957,6451.77
m,14096,2027,2061,29425,7065.911916450991
k,12876,2025,2061,807,6089.778882600888
m,22963,2025,2052,8923,8696.247084626606
m,36453,2031,2057,132497,11777.282969862514
k,12590,2032,2060,65411,5884.61
k,5846,2024,2062,7735,6257.17
m,10153,2030,2062,13558,6257.17
m,6785,2024,2052,16968,4595.52
m,18110,2027,2054,95413,6621.275687357118
k,7662,2027,2055,46806,5043.61
m,10059,2032,2061,2469,6068.21
k,7762,2025,2063,2851,6451.77
k,20777,2024,2060,41987,10016.201795504126
m,22629,2036,2054,28782,4889.78
k,5235,2030,2056,11421,5202.08
m,5487,2035,2061,35647,6068.21
m,9406,2034,2052,6153,4595.52
k,8300,2025,2048,2103,4056.92
m,5518,2034,2053,47451,4740.46
k,5362,2032,2063,35867,6451.77
k,21235,2032,2059,67502,6156.50721361473
m,4593,2044,2059,33875,5706.34
m,5451,2027,2052,51965,4595.52
m,4993,2034,2062,55081,6257.17
m,5286,2025,2063,58480,6451.77
m,5214,2025,2056,4262,5202.08
k,7064,2028,2057,64795,5365.22
k,15277,2024,2052,12461,5227.857272591648
k,13770,2033,2062,27307,6257.17
k,8245,2027,2063,4121,6451.77
m,11870,2030,2057,32137,5365.22
